outcome,model_name,tier,term,estimate_log,se_log,IRR,ci_lower,ci_upper,p_value,cohort_label
hospitalization,poisson_robust,C_lite_supportive,TissueDopplerEERatioSeptal,0.03554976566903398,0.009500490596855007,1.036189213494417,1.017072908325592,1.0556648175102727,0.00018264338252649281,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_lite_supportive,EstimatedSysPAPressure,0.00215974390400553,0.006163502058901246,1.0021620778307965,0.9901283278813158,1.0143420826987246,0.7260321003876558,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_lite_supportive,m/f_m,0.2812087809809795,0.1809489327458703,1.3247301535260916,0.9291815563853472,1.8886620893424966,0.12016577863397204,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Moderately dilated,-0.17712811639488532,0.2042493018462473,0.8376724580725787,0.5613241414823276,1.25007120691503,0.3858240632234118,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Normal,0.20385660476240766,0.2589350968040796,1.2261223207482244,0.73811459771969,2.0367785030691685,0.43111304351855084,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Severely dilated,-0.44792065296408945,0.26978724427578815,0.6389553812361334,0.3765502962282895,1.084221638649558,0.09685941397719522,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,const,-0.6491820341854769,0.8906815224454755,0.5224729670497307,0.09118017196730464,2.9938307354326263,0.4660873738435316,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,AgeAtFirstHFDate,0.016805752348440898,0.00790860512505358,1.0169477634233823,1.0013057380379002,1.0328341427048477,0.03358696679597406,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,albumin-numeric result,-0.14569096858684122,0.17751277843560437,0.8644247963288102,0.6104151287630276,1.2241345164926132,0.41179717102092406,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,creatinine-numeric result,-0.07769434914015749,0.04813555190665273,0.9252471859264589,0.8419454686782312,1.0167907387265753,0.10651134764228942,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,AFIB_binary,-0.10287929611276264,0.18071853860945286,0.9022358702859989,0.6331248557690125,1.2857330717840625,0.5691667137902667,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,LV_EF,-0.007453226659858817,0.006608551549724937,0.9925744797571624,0.9798008054746511,1.0055146845770686,0.25939785941244997,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,TissueDopplerEERatioSeptal,0.03313388872087452,0.010020625429897923,1.0336889292651885,1.0135849105006098,1.0541917025557073,0.0009444610973512457,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,EstimatedSysPAPressure,0.0009108458816694958,0.006436323973441151,1.000911260827754,0.9883638803345615,1.0136179315989235,0.8874619457293413,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,m/f_m,0.26644731561719814,0.20136729599031009,1.3053188176074917,0.8796487626616692,1.9369744924606438,0.18577199722143156,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,LACavitySize_Moderately dilated,-0.18865634906228704,0.21236276630706127,0.828071025188709,0.5461359339068175,1.2555511919017492,0.37434267290696144,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,LACavitySize_Normal,0.3746084989027971,0.299323104688296,1.4544218953739363,0.8089122894457087,2.6150462508025574,0.21074525156598223,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_lite_supportive,LACavitySize_Severely dilated,-0.7931327115369814,0.4009788390332086,0.45242525512202764,0.20617061268817274,0.992811772751617,0.0479296722502256,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,const,-0.3706366157806822,0.9247423391744969,0.690294738202799,0.11268808343607266,4.228546719944798,0.6885674694638995,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,AgeAtFirstHFDate,0.015560762819349944,0.008121552246624638,1.015682461913288,0.9996425843041791,1.0319797091840688,0.055367153303370165,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,albumin-numeric result,-0.14491316949220204,0.18333644772235835,0.8650974066967368,0.6039567998526406,1.2391507525969072,0.42928133334913365,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,creatinine-numeric result,-0.08393131574764744,0.05028165492330543,0.9194944087123095,0.8331985087383031,1.0147281335554463,0.09507311132118246,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,AFIB_binary,-0.12886181983310266,0.18782437029986812,0.8790954307066855,0.6083544526077129,1.2703264897244133,0.49266509316717655,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,LV_EF,-0.004278822530877886,0.006941342819250251,0.9957303185878583,0.9822751126099302,1.0093698339976191,0.5376135553768266,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,TissueDopplerEERatioSeptal,0.03366905952429173,0.010585797836648465,1.0342422774546376,1.0130047312254358,1.0559250667867928,0.0014697659031763788,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,EstimatedSysPAPressure,-0.004416364584765827,0.007500507546340516,0.9955933732128113,0.981064218402245,1.010337698789521,0.5559895654688796,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,m/f_m,0.2828535096457742,0.20910597427040217,1.3269107679506684,0.8807387809340196,1.9991082761635937,0.17615782080513132,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,LACavitySize_Moderately dilated,-0.18494833721118045,0.21394636078455315,0.8311472221263753,0.5464659907328534,1.2641330230303374,0.38733456163109325,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,LACavitySize_Normal,0.42026851902621015,0.30473515012995545,1.522370286126981,0.8377694168708768,2.7664071299460593,0.1678555543209459,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,LACavitySize_Severely dilated,-0.7803377750599264,0.401142838318663,0.45825119933456754,0.2087583871353258,1.0059196402750643,0.05174049788265944,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Mild-to-mod,-0.04008404193539578,0.27220403692481665,0.9607086959413044,0.563490979110178,1.637934292958357,0.882928904462349,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Moderate-to-Severe,0.0937061606898145,0.27202637939148633,1.0982369933002614,0.6443807229088571,1.8717575659441255,0.7304894432513616,observed_ge_6m_sensitivity
hospitalization,negative_binomial,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Trivial,-0.32630978678190853,0.24171825593733887,0.7215816163570064,0.44929411173156214,1.158884604691811,0.17702906604063173,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,const,-1.9695652385005984,0.9927832813712932,0.13951749986876852,0.01993216600584114,0.9765688668219775,0.047268955927951994,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,AgeAtFirstHFDate,0.01823643125111073,0.007705371875941089,1.0184037303959002,1.0031388181801892,1.0339009310454055,0.017946671086465305,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,albumin-numeric result,-0.048679743829968314,0.16068529410311436,0.9524861204152512,0.6951532735347579,1.3050788137277392,0.7619273307404901,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,creatinine-numeric result,-0.051428294725375856,0.04606202495142159,0.9498717583355947,0.8678730214889909,1.0396179336645042,0.26420776276748703,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,AFIB_binary,0.04887566242388007,0.15977510310560256,1.0500897770050044,0.7677558195656008,1.436249015206847,0.759678601516357,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,LV_EF,-0.0015887315169100555,0.005738294013852741,0.9984125298489274,0.9872462396028292,1.0097051168919728,0.7818839363261529,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,TissueDopplerEERatioSeptal,0.037404392769298814,0.010182657526840793,1.0381127412527664,1.017599461092381,1.0590395383999696,0.00023939787969817772,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,EstimatedSysPAPressure,-0.001979231487819751,0.006814265535372791,0.9980227258992345,0.9847817933579879,1.0114416900569714,0.7714688467696384,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,m/f_m,0.2882598292093066,0.1862217345263665,1.3341038982548115,0.926135459513793,1.9217849754646794,0.12163705654263612,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Moderately dilated,-0.14835852269327743,0.20237740091965173,0.8621219692371369,0.5798312137926709,1.2818459444080272,0.46351054885746956,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Normal,0.2571651799461099,0.26111304231725857,1.2932587295246702,0.7752138261330234,2.157492662166177,0.32468270457890336,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Severely dilated,-0.48573676514066016,0.2968476404620092,0.6152437395987355,0.34384711950156205,1.1008522033400865,0.1017733130966334,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Mild-to-mod,0.059272180596365395,0.24202236008916553,1.061064002473681,0.6602797664751147,1.705120881343712,0.8065309675313161,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Moderate-to-Severe,0.22365322786530917,0.22400988912333425,1.2506372580728276,0.8062139260019839,1.9400477972841061,0.3180816370894646,observed_ge_6m_sensitivity
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Trivial,-0.10532670509557483,0.20347708238026924,0.9000304300204515,0.6040237343361087,1.3410975908970562,0.6047134868116502,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,const,-0.37063730272920464,0.9247503426422712,0.6902942640060113,0.1126862383251951,4.228610147979895,0.6885694766077255,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,AgeAtFirstHFDate,0.015560747052370483,0.008121557321988819,1.0156824458990437,0.9996425585986769,1.0319797031787048,0.055367552831833367,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,albumin-numeric result,-0.14491311934759982,0.18333746744586854,0.8650974500767032,0.6039556230358227,1.2391532913748935,0.4292840596663319,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,creatinine-numeric result,-0.08393118441957825,0.050281705208617855,0.9194945294677427,0.8331985360412663,1.0147283668285652,0.09507395946049124,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,AFIB_binary,-0.1288611674308479,0.18782470681901853,0.8790960042307138,0.6083544482425993,1.2703281563681874,0.4926680585115575,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,LV_EF,-0.004278818651393819,0.006941353111104915,0.9957303224507783,0.9822750966061629,1.0093698582744974,0.5376145272067381,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,TissueDopplerEERatioSeptal,0.033669101037664115,0.010585823882351953,1.0342423203895232,1.0130047215652136,1.0559251645263377,0.0014697857076466647,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,EstimatedSysPAPressure,-0.004416352743435956,0.007500495669760449,0.9955933850019609,0.9810642528566587,1.010337687234524,0.5559899991347323,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,m/f_m,0.2828518648390785,0.20910622377171328,1.3269085854407476,0.8807369015898386,1.9991059656273171,0.17616085066084808,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Moderately dilated,-0.18495182832266335,0.2139464921584497,0.831144320503829,0.5464639422519192,1.2641289353128324,0.3873258928056722,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Normal,0.42026898941298835,0.3047353257933008,1.5223710022300034,0.8377695225023987,2.7664093837027233,0.16785532355215405,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Severely dilated,-0.7803368219139697,0.4011433378323102,0.4582516361150535,0.20875838172831832,1.005921583907533,0.05174107507734771,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Mild-to-mod,-0.04008339038841627,0.272202778704508,0.9607093218883573,0.5634927358855175,1.6379313208230992,0.8829302564459378,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Moderate-to-Severe,0.09370690058309196,0.2720294829239988,1.0982378058787303,0.6443772799722329,1.8717703366470357,0.7304903531848663,observed_ge_6m_sensitivity
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Trivial,-0.32630703490104973,0.24171865752325317,0.7215836020663766,0.4492949944931296,1.1588887059792272,0.17703343754849232,observed_ge_6m_sensitivity
